,X,Date.Time,Asset,Serial.Number,Type,Raw.Payload,Name.Value.Pairs,Latitude,Longitude,Dog,DateTime
2183,2183,43804.04583,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.656034, longitude=152.182639, cause=LOCATION, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, Battery Low=Replace, network type=Satellite, ",-32.656034,152.182639,DINGO-004,2019-12-05 01:06:00
2184,2184,43871.15278,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.666903, longitude=152.171824, cause=TURNEDON, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Good, ",-32.666903,152.171824,DINGO-004,2020-02-10 03:40:00
2185,2185,43870.91944,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.666978, longitude=152.171588, cause=TURNEDON, network type=Satellite, GPSFail Abort=0, input 2=Level1, GPS Quality=3D, Battery Low=Good, input 1=Level1, inMotion=no, GPSFix=3D, ",-32.666978,152.171588,DINGO-004,2020-02-09 22:04:00
2186,2186,43870.82222,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.636164, longitude=152.192166, cause=TURNEDON, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, ",-32.636164,152.192166,DINGO-004,2020-02-09 19:44:00
2187,2187,43870.74583,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.633708, longitude=152.191415, cause=TURNEDON, network type=Satellite, GPSFail Abort=0, input 2=Level1, GPS Quality=3D, Battery Low=Good, input 1=Level1, inMotion=no, GPSFix=3D, ",-32.633708,152.191415,DINGO-004,2020-02-09 17:54:00
2188,2188,43870.72778,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.638031, longitude=152.18972, cause=TURNEDON, Battery Low=Good, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, ",-32.638031,152.18972,DINGO-004,2020-02-09 17:28:00
2189,2189,43870.69375,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.669542, longitude=152.184291, cause=TURNEDON, Battery Low=Good, input 2=Level1, GPS Quality=3D, GPSFail Abort=0, network type=Satellite, GPSFix=3D, inMotion=no, input 1=Level1, ",-32.669542,152.184291,DINGO-004,2020-02-09 16:39:00
2190,2190,43870.66597,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.668887, longitude=152.180042, cause=TURNEDON, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, ",-32.668887,152.180042,DINGO-004,2020-02-09 15:59:00
2191,2191,43870.65903,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.669349, longitude=152.181802, cause=TURNEDON, GPSFail Abort=0, network type=Satellite, Battery Low=Good, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, ",-32.669349,152.181802,DINGO-004,2020-02-09 15:49:00
2192,2192,43870.65069,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.669209, longitude=152.183368, cause=TURNEDON, input 2=Level1, GPS Quality=3D, Battery Low=Good, input 1=Level1, inMotion=no, GPSFix=3D, network type=Satellite, GPSFail Abort=0, ",-32.669209,152.183368,DINGO-004,2020-02-09 15:37:00
2193,2193,43870.64931,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.669048, longitude=152.183368, cause=TURNEDON, inMotion=no, GPSFix=3D, network type=Satellite, GPSFail Abort=0, input 2=Level1, GPS Quality=3D, Battery Low=Good, input 1=Level1, ",-32.669048,152.183368,DINGO-004,2020-02-09 15:35:00
2194,2194,43870.59236,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.634523, longitude=152.191844, cause=TURNEDON, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, ",-32.634523,152.191844,DINGO-004,2020-02-09 14:13:00
2195,2195,43870.53819,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.634534, longitude=152.192895, cause=TURNEDON, GPSFix=3D, GPSFail Abort=0, inMotion=no, Battery Low=Good, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, ",-32.634534,152.192895,DINGO-004,2020-02-09 12:55:00
2196,2196,43870.11806,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.656678, longitude=152.180386, cause=TURNEDON, network type=Satellite, GPSFail Abort=0, input 2=Level1, GPS Quality=3D, Battery Low=Good, input 1=Level1, inMotion=no, GPSFix=3D, ",-32.656678,152.180386,DINGO-004,2020-02-09 02:50:00
2197,2197,43869.78819,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.660851, longitude=152.180343, cause=TURNEDON, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Good, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, ",-32.660851,152.180343,DINGO-004,2020-02-08 18:55:00
2198,2198,43869.73958,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.655294, longitude=152.180772, cause=TURNEDON, Battery Low=Good, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, GPSFix=3D, GPSFail Abort=0, inMotion=no, ",-32.655294,152.180772,DINGO-004,2020-02-08 17:45:00
2199,2199,43869.55903,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.633461, longitude=152.19193, cause=TURNEDON, network type=Satellite, Battery Low=Good, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=0, ",-32.633461,152.19193,DINGO-004,2020-02-08 13:25:00
2200,2200,43869.52778,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.631369, longitude=152.206092, cause=TURNEDON, GPSFix=3D, inMotion=no, input 1=Level1, Battery Low=Good, input 2=Level1, GPS Quality=3D, GPSFail Abort=0, network type=Satellite, ",-32.631369,152.206092,DINGO-004,2020-02-08 12:40:00
2201,2201,43869.52639,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.631315, longitude=152.206092, cause=TURNEDON, input 1=Level1, Battery Low=Good, input 2=Level1, GPS Quality=3D, GPSFail Abort=0, network type=Satellite, GPSFix=3D, inMotion=no, ",-32.631315,152.206092,DINGO-004,2020-02-08 12:38:00
2202,2202,43869.47361,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.633976, longitude=152.193646, cause=TURNEDON, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, ",-32.633976,152.193646,DINGO-004,2020-02-08 11:22:00
2203,2203,43869.12778,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.631615, longitude=152.183712, cause=TURNEDON, GPSFail Abort=0, network type=Satellite, GPSFix=3D, inMotion=no, input 1=Level1, Battery Low=Good, input 2=Level1, GPS Quality=3D, ",-32.631615,152.183712,DINGO-004,2020-02-08 03:04:00
2204,2204,43868.67292,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.662804, longitude=152.176073, cause=TURNEDON, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, ",-32.662804,152.176073,DINGO-004,2020-02-07 16:09:00
2205,2205,43868.57083,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.656828, longitude=152.189076, cause=TURNEDON, input 2=Level1, GPS Quality=3D, Battery Low=Good, input 1=Level1, inMotion=no, GPSFix=3D, network type=Satellite, GPSFail Abort=0, ",-32.656828,152.189076,DINGO-004,2020-02-07 13:42:00
2206,2206,43868.47917,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.635027, longitude=152.200234, cause=TURNEDON, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, ",-32.635027,152.200234,DINGO-004,2020-02-07 11:30:00
2207,2207,43868.44167,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.63154, longitude=152.183669, cause=TURNEDON, GPSFail Abort=0, network type=Satellite, GPSFix=3D, inMotion=no, input 1=Level1, Battery Low=Good, input 2=Level1, GPS Quality=3D, ",-32.63154,152.183669,DINGO-004,2020-02-07 10:36:00
2208,2208,43867.91667,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.661077, longitude=152.181652, cause=TURNEDON, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, ",-32.661077,152.181652,DINGO-004,2020-02-06 22:00:00
2209,2209,43867.72014,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.631551, longitude=152.183475, cause=TURNEDON, GPSFix=3D, input 2=Level1, GPS Quality=3D, input 1=Level1, network type=Satellite, Battery Low=Good, inMotion=no, GPSFail Abort=0, ",-32.631551,152.183475,DINGO-004,2020-02-06 17:17:00
2210,2210,43867.52014,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.633632, longitude=152.191973, cause=TURNEDON, GPSFix=3D, inMotion=no, input 1=Level1, Battery Low=Good, input 2=Level1, GPS Quality=3D, GPSFail Abort=0, network type=Satellite, ",-32.633632,152.191973,DINGO-004,2020-02-06 12:29:00
2211,2211,43867.20278,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.63139, longitude=152.183583, cause=TURNEDON, input 2=Level1, GPS Quality=3D, input 1=Level1, network type=Satellite, Battery Low=Good, inMotion=no, GPSFail Abort=0, GPSFix=3D, ",-32.63139,152.183583,DINGO-004,2020-02-06 04:52:00
2212,2212,43867.13819,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.630918, longitude=152.184978, cause=TURNEDON, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, ",-32.630918,152.184978,DINGO-004,2020-02-06 03:19:00
2213,2213,43867.09375,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.631004, longitude=152.185171, cause=TURNEDON, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, ",-32.631004,152.185171,DINGO-004,2020-02-06 02:15:00
2214,2214,43867.08542,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.63095, longitude=152.185128, cause=TURNEDON, inMotion=no, network type=Satellite, GPSFail Abort=0, GPS Quality=3D, input 2=Level1, GPSFix=3D, Battery Low=Good, input 1=Level1, ",-32.63095,152.185128,DINGO-004,2020-02-06 02:03:00
2215,2215,43866.44861,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.660433, longitude=152.176931, cause=TURNEDON, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Good, input 2=Level1, GPS Quality=3D, ",-32.660433,152.176931,DINGO-004,2020-02-05 10:46:00
2216,2216,43866.42431,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.658277, longitude=152.174828, cause=TURNEDON, network type=Satellite, Battery Low=Good, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=0, ",-32.658277,152.174828,DINGO-004,2020-02-05 10:11:00
2217,2217,43866.39931,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.658137, longitude=152.174871, cause=TURNEDON, GPSFix=3D, GPSFail Abort=0, inMotion=no, Battery Low=Good, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, ",-32.658137,152.174871,DINGO-004,2020-02-05 09:35:00
2218,2218,43866.29653,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.658287, longitude=152.174828, cause=TURNEDON, GPSFail Abort=0, inMotion=no, Battery Low=Good, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, GPSFix=3D, ",-32.658287,152.174828,DINGO-004,2020-02-05 07:07:00
2219,2219,43866.29167,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.658094, longitude=152.174935, cause=TURNEDON, GPSFail Abort=0, network type=Satellite, GPSFix=3D, inMotion=no, input 1=Level1, Battery Low=Good, input 2=Level1, GPS Quality=3D, ",-32.658094,152.174935,DINGO-004,2020-02-05 07:00:00
2220,2220,43866.29097,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.658234, longitude=152.174828, cause=TURNEDON, GPSFail Abort=0, network type=Satellite, GPSFix=3D, inMotion=no, input 1=Level1, Battery Low=Good, input 2=Level1, GPS Quality=3D, ",-32.658234,152.174828,DINGO-004,2020-02-05 06:59:00
2221,2221,43866.19514,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.658266, longitude=152.174807, cause=TURNEDON, GPSFix=3D, GPSFail Abort=0, inMotion=no, Battery Low=Good, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, ",-32.658266,152.174807,DINGO-004,2020-02-05 04:41:00
2222,2222,43866.06875,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.660476, longitude=152.176888, cause=TURNEDON, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, ",-32.660476,152.176888,DINGO-004,2020-02-05 01:39:00
2223,2223,43866.06736,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.660497, longitude=152.176888, cause=TURNEDON, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, ",-32.660497,152.176888,DINGO-004,2020-02-05 01:37:00
2224,2224,43866.05139,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.660433, longitude=152.176931, cause=TURNEDON, GPSFix=3D, inMotion=no, input 1=Level1, Battery Low=Good, input 2=Level1, GPS Quality=3D, GPSFail Abort=0, network type=Satellite, ",-32.660433,152.176931,DINGO-004,2020-02-05 01:14:00
2225,2225,43866.04514,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.660401, longitude=152.176931, cause=TURNEDON, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, ",-32.660401,152.176931,DINGO-004,2020-02-05 01:05:00
2226,2226,43865.97153,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.660851, longitude=152.176609, cause=TURNEDON, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, ",-32.660851,152.176609,DINGO-004,2020-02-04 23:19:00
2227,2227,43865.95139,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.661173, longitude=152.17648, cause=TURNEDON, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, ",-32.661173,152.17648,DINGO-004,2020-02-04 22:50:00
2228,2228,43865.95,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.661023, longitude=152.176502, cause=TURNEDON, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, ",-32.661023,152.176502,DINGO-004,2020-02-04 22:48:00
2229,2229,43865.85208,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.661248, longitude=152.176781, cause=TURNEDON, input 1=Level1, input 2=Level1, GPS Quality=3D, GPSFix=3D, GPSFail Abort=0, inMotion=no, Battery Low=Good, network type=Satellite, ",-32.661248,152.176781,DINGO-004,2020-02-04 20:27:00
2230,2230,43865.82917,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.661216, longitude=152.176695, cause=TURNEDON, GPSFail Abort=0, inMotion=no, Battery Low=Good, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, GPSFix=3D, ",-32.661216,152.176695,DINGO-004,2020-02-04 19:54:00
2231,2231,43865.48333,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.661098, longitude=152.176738, cause=TURNEDON, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, ",-32.661098,152.176738,DINGO-004,2020-02-04 11:36:00
2232,2232,43865.46319,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.662032, longitude=152.171202, cause=TURNEDON, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, ",-32.662032,152.171202,DINGO-004,2020-02-04 11:07:00
2233,2233,43865.43819,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.666559, longitude=152.170944, cause=TURNEDON, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, ",-32.666559,152.170944,DINGO-004,2020-02-04 10:31:00
2234,2234,43865.43611,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.666516, longitude=152.170966, cause=TURNEDON, network type=Satellite, Battery Low=Good, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=0, ",-32.666516,152.170966,DINGO-004,2020-02-04 10:28:00
2235,2235,43865.43472,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.666548, longitude=152.170987, cause=TURNEDON, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Good, input 2=Level1, GPS Quality=3D, input 1=Level1, ",-32.666548,152.170987,DINGO-004,2020-02-04 10:26:00
2236,2236,43864.90556,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.665529, longitude=152.17397, cause=TURNEDON, network type=Satellite, GPSFail Abort=0, input 2=Level1, GPS Quality=3D, Battery Low=Good, input 1=Level1, inMotion=no, GPSFix=3D, ",-32.665529,152.17397,DINGO-004,2020-02-03 21:44:00
2237,2237,43864.50347,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.661238, longitude=152.180922, cause=TURNEDON, GPSFail Abort=0, inMotion=no, Battery Low=Good, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, GPSFix=3D, ",-32.661238,152.180922,DINGO-004,2020-02-03 12:05:00
2238,2238,43863.95764,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.630725, longitude=152.195191, cause=TURNEDON, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Good, ",-32.630725,152.195191,DINGO-004,2020-02-02 22:59:00
2239,2239,43863.94583,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.630714, longitude=152.195385, cause=TURNEDON, input 2=Level1, GPS Quality=3D, input 1=Level1, network type=Satellite, Battery Low=Good, inMotion=no, GPSFail Abort=0, GPSFix=3D, ",-32.630714,152.195385,DINGO-004,2020-02-02 22:42:00
2240,2240,43863.91944,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.630843, longitude=152.195191, cause=TURNEDON, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, ",-32.630843,152.195191,DINGO-004,2020-02-02 22:04:00
2241,2241,43863.70278,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.648277, longitude=152.189698, cause=TURNEDON, input 1=Level1, Battery Low=Good, input 2=Level1, GPS Quality=3D, GPSFail Abort=0, network type=Satellite, GPSFix=3D, inMotion=no, ",-32.648277,152.189698,DINGO-004,2020-02-02 16:52:00
2242,2242,43863.46389,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.660358, longitude=152.176673, cause=TURNEDON, Battery Low=Good, input 2=Level1, GPS Quality=3D, GPSFail Abort=0, network type=Satellite, GPSFix=3D, inMotion=no, input 1=Level1, ",-32.660358,152.176673,DINGO-004,2020-02-02 11:08:00
2243,2243,43863.23194,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.658362, longitude=152.174506, cause=TURNEDON, Battery Low=Good, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, GPSFix=3D, GPSFail Abort=0, inMotion=no, ",-32.658362,152.174506,DINGO-004,2020-02-02 05:34:00
2244,2244,43862.69583,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.655133, longitude=152.182038, cause=TURNEDON, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, ",-32.655133,152.182038,DINGO-004,2020-02-01 16:42:00
2245,2245,43862.60486,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.670754, longitude=152.18399, cause=TURNEDON, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Good, input 2=Level1, GPS Quality=3D, input 1=Level1, ",-32.670754,152.18399,DINGO-004,2020-02-01 14:31:00
2246,2246,43862.45972,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.638353, longitude=152.181222, cause=TURNEDON, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, ",-32.638353,152.181222,DINGO-004,2020-02-01 11:02:00
2247,2247,43862.45903,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.63786, longitude=152.180943, cause=TURNEDON, GPSFail Abort=0, network type=Satellite, Battery Low=Good, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, ",-32.63786,152.180943,DINGO-004,2020-02-01 11:01:00
2248,2248,43862.43889,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.633761, longitude=152.181137, cause=TURNEDON, input 1=Level1, Battery Low=Good, input 2=Level1, GPS Quality=3D, GPSFail Abort=0, network type=Satellite, GPSFix=3D, inMotion=no, ",-32.633761,152.181137,DINGO-004,2020-02-01 10:32:00
2249,2249,43862.40764,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.633761, longitude=152.181158, cause=TURNEDON, GPSFix=3D, GPSFail Abort=0, inMotion=no, Battery Low=Good, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, ",-32.633761,152.181158,DINGO-004,2020-02-01 09:47:00
2250,2250,43862.37083,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.633761, longitude=152.181158, cause=TURNEDON, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, ",-32.633761,152.181158,DINGO-004,2020-02-01 08:54:00
2251,2251,43862.34236,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.63375, longitude=152.181222, cause=TURNEDON, input 1=Level1, input 2=Level1, GPS Quality=3D, GPSFix=3D, GPSFail Abort=0, inMotion=no, Battery Low=Good, network type=Satellite, ",-32.63375,152.181222,DINGO-004,2020-02-01 08:13:00
2252,2252,43862.16597,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.634083, longitude=152.180793, cause=TURNEDON, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, ",-32.634083,152.180793,DINGO-004,2020-02-01 03:59:00
2253,2253,43861.97361,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.633954, longitude=152.181051, cause=TURNEDON, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, ",-32.633954,152.181051,DINGO-004,2020-01-31 23:22:00
2254,2254,43861.97153,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.633933, longitude=152.181051, cause=TURNEDON, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Good, ",-32.633933,152.181051,DINGO-004,2020-01-31 23:19:00
2255,2255,43861.96389,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.633976, longitude=152.181029, cause=TURNEDON, GPSFix=3D, input 2=Level1, GPS Quality=3D, input 1=Level1, network type=Satellite, Battery Low=Good, inMotion=no, GPSFail Abort=0, ",-32.633976,152.181029,DINGO-004,2020-01-31 23:08:00
2256,2256,43861.95972,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.633922, longitude=152.180986, cause=TURNEDON, inMotion=no, GPSFail Abort=0, GPSFix=3D, input 2=Level1, GPS Quality=3D, input 1=Level1, network type=Satellite, Battery Low=Good, ",-32.633922,152.180986,DINGO-004,2020-01-31 23:02:00
2257,2257,43861.90972,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.633965, longitude=152.181051, cause=TURNEDON, input 1=Level1, Battery Low=Good, input 2=Level1, network type=Satellite, GPSFix=3D, GPS Quality=3D, inMotion=no, GPSFail Abort=0, ",-32.633965,152.181051,DINGO-004,2020-01-31 21:50:00
2258,2258,43861.90347,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.633954, longitude=152.181051, cause=TURNEDON, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Good, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, ",-32.633954,152.181051,DINGO-004,2020-01-31 21:41:00
2259,2259,43861.90278,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.633976, longitude=152.181051, cause=TURNEDON, GPSFail Abort=0, inMotion=no, Battery Low=Good, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, GPSFix=3D, ",-32.633976,152.181051,DINGO-004,2020-01-31 21:40:00
2260,2260,43861.83403,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.630253, longitude=152.207057, cause=TURNEDON, Battery Low=Good, input 2=Level1, GPS Quality=3D, GPSFail Abort=0, network type=Satellite, GPSFix=3D, inMotion=no, input 1=Level1, ",-32.630253,152.207057,DINGO-004,2020-01-31 20:01:00
2261,2261,43861.82986,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.630264, longitude=152.206993, cause=TURNEDON, inMotion=no, GPSFail Abort=0, GPSFix=3D, input 2=Level1, GPS Quality=3D, input 1=Level1, network type=Satellite, Battery Low=Good, ",-32.630264,152.206993,DINGO-004,2020-01-31 19:55:00
2262,2262,43861.8125,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.636003, longitude=152.202015, cause=TURNEDON, input 1=Level1, input 2=Level1, GPS Quality=3D, GPSFix=3D, GPSFail Abort=0, inMotion=no, Battery Low=Good, network type=Satellite, ",-32.636003,152.202015,DINGO-004,2020-01-31 19:30:00
2263,2263,43861.81111,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.635499, longitude=152.201071, cause=TURNEDON, GPSFail Abort=0, network type=Satellite, GPSFix=3D, inMotion=no, input 1=Level1, Battery Low=Good, input 2=Level1, GPS Quality=3D, ",-32.635499,152.201071,DINGO-004,2020-01-31 19:28:00
2264,2264,43861.81042,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.635489, longitude=152.200942, cause=TURNEDON, input 2=Level1, GPS Quality=3D, input 1=Level1, network type=Satellite, Battery Low=Good, inMotion=no, GPSFail Abort=0, GPSFix=3D, ",-32.635489,152.200942,DINGO-004,2020-01-31 19:27:00
